,file,Q1,Q2,Q3,Q4,Q5,Text,Gender,Age,Education,Interaction
19,2020-02-06 07.35.24.txt,3,3,2,1,3,-,female,53,phd,trackpad
20,2020-02-06 09.50.37.txt,5,5,4,5,5,-,female,37,master,trackpad
21,2020-02-06 11.13.43.txt,2,2,1,3,3,-,female,29,bachelor,mouse
22,2020-02-06 12.00.07.txt,3,3,4,3,4,-,male,26,bachelor,mouse
23,2020-02-06 12.06.54.txt,3,2,3,4,3,-,male,26,bachelor,mouse
24,2020-02-06 13.54.08.txt,3,4,4,4,4,-,male,26,bachelor,trackpad
25,2020-02-07 00.42.57.txt,5,5,5,5,5,-,male,28,bachelor,mouse
26,2020-02-07 17.26.53.txt,1,1,1,1,1,-,female,21,bachelor,trackpad
27,2020-02-10 20.55.53.txt,5,5,3,4,5,This replicate the clock as we are already used to using it however the graphs make it look complicated and unstructured even if it in reality is very structured. It was however easier to find the specified time since muscle memory knew where to look for it as in a regular clock.,male,21,master,trackpad
28,2020-02-10 21.37.28.txt,4,4,4,4,5,-,male,23,bachelor,mouse
29,2020-02-11 08.48.42.txt,5,5,5,5,5,This representation was very much like a normal clock so making connections between the data and the time was intuitive.,male,26,bachelor,mouse
30,2020-02-11 10.25.03.txt,5,5,3,4,5,-,male,28,phd,mouse
31,2020-02-11 10.25.59.txt,4,4,2,4,4,The easiest to compare AM and PM. ,male,27,master,mouse
32,2020-02-11 10.33.54.txt,4,4,4,5,4,-,male,29,master,mouse
33,2020-02-11 10.49.17.txt,1,1,1,1,1,-,male,31,master,mouse
34,2020-02-11 13.39.43.txt,4,5,5,4,4,-,male,23,bachelor,mouse
35,2020-02-11 14.00.09.txt,5,5,5,4,5,-,male,26,bachelor,trackpad
36,2020-02-11 14.25.30.txt,5,5,4,5,5,The meaning of the height of each bar is unclear since the radial axis isn't labeled or marked with any numbers. Very good for comparing things at the same hour night/day. ,female,24,master,mouse
37,2020-02-11 16.03.23.txt,4,4,4,4,4,-,male,31,phd,trackpad
38,2020-02-11 16.20.36.txt,5,4,5,4,5,-,male,25,master,mouse
39,2020-02-11 16.28.14.txt,5,4,5,5,5,Best visualization to compare am and pm for similarities at specific times.,other,22,master,touch
40,2020-02-11 18.56.42.txt,5,3,3,5,3,Even though the colors were the same as in the first representation it took some time to grasp which color represented which of am and pm. In the beginning I had to check the middle circle to remember that am was blue and pm was orange. I think this representation was in general the hardest to answer the questions. With that said it was quite easy to see at what time the values were most similar in this representation and the last representation,male,29,master,trackpad
41,2020-02-11 21.41.14.txt,5,5,5,5,5,-,male,42,highschool,mouse
42,2020-02-11 21.44.07.txt,5,5,5,4,4,-,male,27,bachelor,mouse
43,2020-02-12 04.05.08.txt,2,2,2,2,2,For small values it's hard to know which time each bar represents they easily get mixed up when they are stacked radially.,male,28,master,mouse
44,2020-02-12 08.28.41.txt,4,4,4,5,5,-,female,24,master,mouse
45,2020-02-12 09.34.40.txt,4,4,4,5,3,-,male,22,bachelor,mouse
46,2020-02-12 09.35.17.txt,4,4,4,5,5,-,male,29,master,mouse
47,2020-02-12 10.57.19.txt,5,5,5,5,5,This one was the one I felt was the easiest to compare. ,female,23,master,mouse
48,2020-02-12 14.44.46.txt,5,5,5,5,5,This was the best one,other,22,bachelor,trackpad
49,2020-02-12 19.00.31.txt,4,5,4,4,4,-,male,27,master,mouse
50,2020-02-12 19.03.27.txt,5,4,4,2,5,-,none,33,master,mouse
51,2020-02-12 20.58.57.txt,5,5,5,5,5,-,male,23,bachelor,trackpad
52,2020-02-13 11.44.29.txt,4,4,2,3,4,Still really hard to campare between different hours easy when you are just looking at one hour like 6. I would preffer to just have it like a bar graph if I need to compare the times. ,female,24,highschool,mouse
53,2020-02-13 14.13.44.txt,4,3,4,4,4,-,male,38,master,trackpad
54,2020-02-13 16.15.16.txt,4,4,4,5,4,-,female,32,master,mouse
55,2020-02-17 18.44.48.txt,2,4,5,2,2,-,male,21,bachelor,mouse
56,2020-02-17 19.53.06.txt,4,4,4,4,4,Ta inte bort linjen som går mellan am och pm,female,32,bachelor,mouse
57,2020-02-18 12.46.15.txt,4,4,4,2,4,-,male,24,master,trackpad
58,2020-02-20 10.04.42.txt,3,2,2,3,3,-,male,37,phd,mouse
59,2020-02-21 20.53.53.txt,4,4,3,3,3,-,male,23,bachelor,mouse
60,2020-02-23 12.50.18.txt,4,3,4,2,2,-,male,23,master,trackpad
61,2020-02-26 11.27.59.txt,4,5,4,4,5,-,female,26,master,mouse
62,2020-03-03 13.12.00.txt,5,4,4,4,3,-,male,77,bachelor,touch
